respid,Community Type,Religion,Education Level,Age group,Gender,Family income,US region
2443,Urban,Something else (please specify):,College graduate+,50-64,A woman,"$50,000 to less than $70,000",Midwest
14818,Suburban,Nothing in particular,H.S. graduate or less,65+,A woman,"Less than $30,000",West
12452,Rural,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",Midwest
11166,Suburban,Agnostic,College graduate+,65+,A man,"$150,000 or more",Northeast
15802,Suburban,Protestant,College graduate+,30-49,A woman,"$70,000 to less than $100,000",Midwest
4061,Urban,Protestant,Some College,30-49,A woman,"$50,000 to less than $70,000",Midwest
9595,Urban,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",Northeast
3656,Urban,Nothing in particular,Some College,50-64,A woman,"Less than $30,000",Midwest
15535,Suburban,Protestant,College graduate+,30-49,A woman,"$70,000 to less than $100,000",South
16301,Rural,Nothing in particular,H.S. graduate or less,30-49,A woman,"$50,000 to less than $70,000",South
3346,Suburban,Nothing in particular,College graduate+,18-29,In some other way,"$70,000 to less than $100,000",Northeast
16466,Urban,Atheist,College graduate+,65+,A man,"Less than $30,000",South
9540,Suburban,Protestant,Some College,50-64,A woman,"$70,000 to less than $100,000",South
10503,Suburban,Nothing in particular,College graduate+,30-49,A man,"$150,000 or more",West
4165,Urban,Nothing in particular,College graduate+,30-49,A man,"$150,000 or more",West
13915,Suburban,Protestant,Some College,30-49,A woman,"$50,000 to less than $70,000",South
1351,Urban,Protestant,College graduate+,65+,A woman,"$150,000 or more",South
5362,Urban,Protestant,Some College,30-49,A woman,"Less than $30,000",Northeast
4398,Suburban,Something else (please specify):,College graduate+,65+,A man,"$30,000 to less than $40,000",South
14887,Suburban,Agnostic,Some College,65+,A man,"$70,000 to less than $100,000",South
9884,Suburban,Protestant,College graduate+,30-49,A woman,"$150,000 or more",South
2746,Rural,Roman Catholic,H.S. graduate or less,65+,A man,"Less than $30,000",West
7763,Rural,Protestant,Some College,30-49,A woman,"$125,000 to less than $150,000",West
14735,Suburban,Protestant,H.S. graduate or less,50-64,A man,"$40,000 to less than $50,000",South
12766,Urban,Something else (please specify):,College graduate+,65+,A man,"Less than $30,000",West
14055,Suburban,Agnostic,College graduate+,50-64,A man,"$70,000 to less than $100,000",Northeast
1594,Urban,Protestant,Some College,65+,A woman,"Less than $30,000",South
13891,Rural,Roman Catholic,College graduate+,50-64,A woman,"$150,000 or more",West
12800,Urban,Mormon,H.S. graduate or less,50-64,A man,"Less than $30,000",West
7586,Rural,Nothing in particular,College graduate+,50-64,A woman,"$150,000 or more",South
12505,Urban,Roman Catholic,H.S. graduate or less,50-64,A man,"$70,000 to less than $100,000",Midwest
13652,Urban,Protestant,Some College,18-29,A woman,"$70,000 to less than $100,000",Midwest
10015,Rural,Something else (please specify):,College graduate+,65+,A man,"$100,000 to less than $125,000",West
5290,Suburban,Protestant,College graduate+,50-64,A woman,"$125,000 to less than $150,000",Midwest
5246,Rural,Roman Catholic,Some College,18-29,A man,"$150,000 or more",Northeast
5648,Suburban,Protestant,College graduate+,50-64,A woman,"$50,000 to less than $70,000",South
2894,Suburban,Nothing in particular,Some College,50-64,A woman,"$150,000 or more",South
4584,Urban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",South
10552,Suburban,Hindu,College graduate+,65+,A woman,"$150,000 or more",Midwest
11515,Rural,Agnostic,College graduate+,65+,A man,"$70,000 to less than $100,000",West
12426,Suburban,Protestant,Some College,65+,A man,"$50,000 to less than $70,000",South
5865,Suburban,Protestant,College graduate+,65+,A woman,"Less than $30,000",Midwest
7835,Urban,Roman Catholic,Some College,30-49,A man,"$50,000 to less than $70,000",South
14772,Suburban,Nothing in particular,H.S. graduate or less,18-29,A woman,"Less than $30,000",West
9476,Urban,Atheist,College graduate+,30-49,A man,"$125,000 to less than $150,000",South
18755,Suburban,Roman Catholic,H.S. graduate or less,65+,A man,"Less than $30,000",Northeast
9962,Urban,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",West
5697,Rural,Nothing in particular,Some College,65+,A man,"Less than $30,000",Northeast
12631,Rural,Protestant,College graduate+,30-49,A woman,"$70,000 to less than $100,000",South
16479,Urban,Agnostic,Some College,30-49,A woman,"$40,000 to less than $50,000",South
3870,Urban,Protestant,H.S. graduate or less,30-49,A woman,"$50,000 to less than $70,000",West
15245,Suburban,Nothing in particular,College graduate+,50-64,A man,"$100,000 to less than $125,000",Northeast
15411,Urban,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",South
11533,Suburban,Something else (please specify):,College graduate+,30-49,A woman,"$150,000 or more",Northeast
15925,Suburban,Roman Catholic,Some College,65+,A woman,"$40,000 to less than $50,000",Northeast
1034,Suburban,Protestant,College graduate+,50-64,A man,"$70,000 to less than $100,000",Midwest
1649,Suburban,Protestant,College graduate+,30-49,A woman,Refused/Web blank,West
5461,Urban,Atheist,College graduate+,30-49,A woman,"$40,000 to less than $50,000",Midwest
18425,Suburban,Protestant,H.S. graduate or less,50-64,A woman,"$125,000 to less than $150,000",West
11584,Suburban,Nothing in particular,College graduate+,65+,A man,"$30,000 to less than $40,000",Midwest
12534,Rural,Nothing in particular,H.S. graduate or less,30-49,A woman,"$40,000 to less than $50,000",South
10550,Urban,Nothing in particular,H.S. graduate or less,30-49,A woman,"$40,000 to less than $50,000",South
706,Suburban,Hindu,College graduate+,65+,A man,"$50,000 to less than $70,000",Midwest
3030,Urban,Roman Catholic,H.S. graduate or less,50-64,A woman,"$50,000 to less than $70,000",Northeast
12559,Suburban,Protestant,College graduate+,65+,A woman,"$125,000 to less than $150,000",South
3856,Suburban,Nothing in particular,College graduate+,30-49,A man,"$150,000 or more",Northeast
12097,Urban,Agnostic,College graduate+,30-49,A woman,"$125,000 to less than $150,000",Northeast
10151,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"Less than $30,000",Midwest
499,Rural,Roman Catholic,H.S. graduate or less,50-64,A man,"$70,000 to less than $100,000",Northeast
5840,Urban,Jewish,H.S. graduate or less,65+,A man,"$40,000 to less than $50,000",West
9330,Suburban,Something else (please specify):,H.S. graduate or less,65+,A woman,"Less than $30,000",Northeast
5957,Urban,Protestant,College graduate+,30-49,A woman,"$150,000 or more",Midwest
18243,Suburban,Roman Catholic,Some College,50-64,A woman,"$40,000 to less than $50,000",South
6573,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$70,000 to less than $100,000",South
6466,Suburban,Protestant,College graduate+,30-49,A man,"$150,000 or more",West
12643,Urban,Nothing in particular,College graduate+,50-64,A man,"$70,000 to less than $100,000",Northeast
13635,Urban,Protestant,Some College,65+,A woman,Refused/Web blank,South
7492,Rural,Agnostic,College graduate+,65+,A man,"$70,000 to less than $100,000",Northeast
16780,Urban,Protestant,Some College,30-49,A man,"Less than $30,000",West
18631,Rural,Nothing in particular,Some College,30-49,A woman,"$50,000 to less than $70,000",Midwest
17546,Urban,Nothing in particular,Some College,50-64,A woman,"$50,000 to less than $70,000",Midwest
10395,Suburban,Protestant,College graduate+,65+,A man,"$70,000 to less than $100,000",South
16697,Urban,Nothing in particular,Some College,50-64,A man,"$50,000 to less than $70,000",South
11261,Suburban,Nothing in particular,College graduate+,50-64,A man,"$125,000 to less than $150,000",Northeast
4571,Rural,Protestant,Some College,65+,A woman,"$70,000 to less than $100,000",South
15283,Rural,Protestant,H.S. graduate or less,50-64,A man,"$40,000 to less than $50,000",South
9072,Urban,Protestant,H.S. graduate or less,18-29,A woman,"$40,000 to less than $50,000",South
13076,Rural,Protestant,College graduate+,50-64,A woman,"Less than $30,000",South
9909,Rural,Buddhist,College graduate+,65+,A man,"Less than $30,000",West
318,Rural,Protestant,Some College,50-64,A man,"$150,000 or more",Northeast
11413,Suburban,Roman Catholic,College graduate+,50-64,A woman,"$125,000 to less than $150,000",South
2798,Rural,Nothing in particular,Some College,65+,A man,"$30,000 to less than $40,000",Midwest
1730,Suburban,Protestant,Some College,30-49,A man,"$100,000 to less than $125,000",West
18621,Suburban,Roman Catholic,College graduate+,18-29,A man,"$70,000 to less than $100,000",West
2719,Urban,Protestant,H.S. graduate or less,65+,A man,"Less than $30,000",South
2342,Urban,Protestant,College graduate+,30-49,A woman,"$50,000 to less than $70,000",South
4002,Urban,Protestant,Some College,65+,A woman,"Less than $30,000",West
8583,Rural,Protestant,H.S. graduate or less,65+,A woman,Refused/Web blank,South
10236,Rural,Protestant,Some College,30-49,A woman,"Less than $30,000",South
12969,Urban,Protestant,College graduate+,50-64,A woman,"$70,000 to less than $100,000",Midwest
10782,Rural,Protestant,College graduate+,50-64,A man,"$100,000 to less than $125,000",Midwest
4149,Rural,Protestant,College graduate+,65+,A woman,"$70,000 to less than $100,000",Midwest
1706,Urban,Roman Catholic,College graduate+,65+,A man,"$100,000 to less than $125,000",South
15853,Suburban,Roman Catholic,Some College,50-64,A man,"$50,000 to less than $70,000",South
17173,Rural,Protestant,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",West
2403,Rural,Nothing in particular,Some College,30-49,A woman,"$70,000 to less than $100,000",Northeast
4288,Urban,Agnostic,Some College,30-49,A man,"$70,000 to less than $100,000",Midwest
3954,Rural,Protestant,Some College,30-49,A woman,"$70,000 to less than $100,000",Midwest
11330,Urban,Refused/Web blank,College graduate+,65+,A man,"Less than $30,000",Northeast
8461,Rural,Nothing in particular,H.S. graduate or less,30-49,A woman,"Less than $30,000",West
11995,Suburban,Nothing in particular,Some College,30-49,A woman,"$150,000 or more",West
8800,Suburban,Jewish,College graduate+,65+,A man,"$150,000 or more",South
15875,Suburban,Protestant,College graduate+,18-29,A woman,"$70,000 to less than $100,000",South
4851,Urban,Roman Catholic,H.S. graduate or less,18-29,A man,"Less than $30,000",West
18383,Suburban,Protestant,Some College,65+,A man,"$70,000 to less than $100,000",South
15818,Urban,Nothing in particular,College graduate+,30-49,A man,"$50,000 to less than $70,000",West
4720,Suburban,Protestant,College graduate+,18-29,A man,"$30,000 to less than $40,000",South
12755,Suburban,Nothing in particular,College graduate+,65+,A man,"$125,000 to less than $150,000",Midwest
7972,Rural,Something else (please specify):,H.S. graduate or less,18-29,A man,"Less than $30,000",South
1877,Rural,Roman Catholic,College graduate+,65+,A woman,"Less than $30,000",Midwest
114,Suburban,Roman Catholic,Some College,50-64,A woman,Refused/Web blank,Northeast
6448,Suburban,Mormon,College graduate+,18-29,A man,"$30,000 to less than $40,000",West
18401,Rural,Protestant,H.S. graduate or less,65+,A man,"$70,000 to less than $100,000",Northeast
4095,Urban,Hindu,Some College,30-49,A man,"$70,000 to less than $100,000",South
14798,Rural,Nothing in particular,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",South
11385,Suburban,Roman Catholic,Some College,65+,A woman,"$50,000 to less than $70,000",Midwest
11919,Suburban,Nothing in particular,Refused,30-49,A woman,Refused/Web blank,South
12488,Suburban,Agnostic,Some College,65+,A man,"$100,000 to less than $125,000",South
9599,Urban,Atheist,College graduate+,65+,A man,"$40,000 to less than $50,000",Midwest
7626,Rural,Protestant,College graduate+,65+,A woman,"$70,000 to less than $100,000",South
8604,Suburban,Nothing in particular,College graduate+,50-64,A woman,"$150,000 or more",South
15649,Suburban,Atheist,College graduate+,30-49,A woman,"$125,000 to less than $150,000",Midwest
3275,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"$30,000 to less than $40,000",West
15639,Rural,Protestant,College graduate+,50-64,A man,"$150,000 or more",Midwest
864,Rural,Protestant,Some College,50-64,A woman,"$50,000 to less than $70,000",Northeast
3389,Suburban,Nothing in particular,Some College,65+,A man,"$40,000 to less than $50,000",West
6786,Rural,Atheist,H.S. graduate or less,18-29,A man,"$30,000 to less than $40,000",Midwest
2068,Rural,Protestant,Some College,50-64,A woman,"Less than $30,000",South
4072,Suburban,Agnostic,College graduate+,65+,A man,"$125,000 to less than $150,000",South
2322,Urban,Something else (please specify):,Some College,30-49,A man,"$30,000 to less than $40,000",Midwest
13496,Rural,Nothing in particular,Some College,30-49,A man,"$70,000 to less than $100,000",Midwest
670,Rural,Atheist,Some College,30-49,A woman,"Less than $30,000",Midwest
17514,Rural,Protestant,H.S. graduate or less,65+,A woman,"$40,000 to less than $50,000",Northeast
410,Suburban,Roman Catholic,H.S. graduate or less,50-64,A woman,"$50,000 to less than $70,000",South
7741,Urban,Nothing in particular,H.S. graduate or less,30-49,A woman,"$100,000 to less than $125,000",Midwest
18720,Rural,Protestant,Some College,65+,A man,"$40,000 to less than $50,000",Midwest
1150,Suburban,Protestant,H.S. graduate or less,65+,A woman,"$70,000 to less than $100,000",Midwest
12111,Suburban,Roman Catholic,College graduate+,50-64,A woman,"$125,000 to less than $150,000",South
634,Rural,Protestant,H.S. graduate or less,30-49,A man,"$150,000 or more",South
8116,Urban,Something else (please specify):,H.S. graduate or less,30-49,A woman,"Less than $30,000",West
10578,Suburban,Roman Catholic,College graduate+,30-49,A woman,"$125,000 to less than $150,000",South
10198,Urban,Protestant,College graduate+,30-49,A woman,"$70,000 to less than $100,000",Midwest
8127,Suburban,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",Midwest
5504,Suburban,Protestant,College graduate+,50-64,A woman,"$100,000 to less than $125,000",Midwest
17623,Rural,Nothing in particular,College graduate+,50-64,A man,"$30,000 to less than $40,000",South
15895,Rural,Mormon,Some College,30-49,A man,"$30,000 to less than $40,000",South
13416,Urban,Jewish,College graduate+,30-49,A man,"$150,000 or more",South
12432,Rural,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",South
8085,Suburban,Hindu,College graduate+,65+,A man,"$50,000 to less than $70,000",West
12842,Suburban,Nothing in particular,Some College,30-49,A woman,"$50,000 to less than $70,000",Midwest
14346,Suburban,Atheist,College graduate+,50-64,A woman,"$150,000 or more",West
5553,Urban,Refused/Web blank,College graduate+,30-49,A man,"$70,000 to less than $100,000",Midwest
16815,Urban,Roman Catholic,College graduate+,50-64,A man,"$150,000 or more",Northeast
14298,Rural,Protestant,Some College,30-49,A man,"$100,000 to less than $125,000",Midwest
16255,Suburban,Roman Catholic,Some College,65+,A woman,"$30,000 to less than $40,000",Midwest
13626,Suburban,Nothing in particular,H.S. graduate or less,30-49,A man,"$70,000 to less than $100,000",Northeast
18528,Rural,Protestant,Some College,65+,A man,"$70,000 to less than $100,000",Midwest
788,Suburban,Roman Catholic,College graduate+,Refused,Refused/Web blank,Refused/Web blank,South
